participant	condition	intervention	therm_lvl
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	3.0
P145	indig	a	3.0
P145	indig	a	1.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	1.0
P145	indig	a	1.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	2.0
P145	indig	a	4.0
P145	indig	a	3.0
P145	indig	a	2.0
P145	indig	a	1.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	4.0
P145	indig	a	5.0
P145	indig	a	2.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	2.0
P145	indig	a	2.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	1.0
P155	guilt	b	1.0
P155	guilt	b	3.0
P155	guilt	b	6.0
P155	guilt	b	5.0
P155	guilt	b	1.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	6.0
P155	guilt	b	4.0
P155	guilt	b	1.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	2.0
P155	guilt	b	1.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	6.0
P155	guilt	b	6.0
P155	guilt	b	3.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	5.0
P155	guilt	b	2.0
P155	guilt	b	2.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	1.0
P155	guilt	b	2.0
P155	guilt	b	4.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	1.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	3.0
P155	guilt	b	6.0
P155	guilt	b	4.0
P155	guilt	b	1.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	2.0
P155	guilt	b	4.0
P155	guilt	b	2.0
P155	guilt	b	3.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	9.0
P155	guilt	b	6.0
P155	guilt	b	4.0
P155	guilt	b	3.0
P155	guilt	b	1.0
P155	guilt	b	3.0
P155	guilt	b	1.0
P155	guilt	b	2.0
P155	guilt	b	4.0
P155	guilt	b	8.0
P155	guilt	b	7.0
P155	guilt	b	6.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	7.0
P155	guilt	b	1.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	1.0
P155	guilt	b	9.0
P155	guilt	b	8.0
P155	guilt	b	8.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	0.0
P155	guilt	b	4.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	5.0
P155	guilt	b	4.0
P155	guilt	b	6.0
P155	guilt	b	10.0
P155	guilt	b	7.0
P155	guilt	b	8.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	4.0
P155	guilt	b	3.0
P155	guilt	b	4.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	8.0
P155	guilt	b	5.0
P155	guilt	b	5.0
P155	guilt	b	5.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	10.0
P155	guilt	b	6.0
P155	guilt	b	3.0
P155	guilt	b	9.0
P155	guilt	b	9.0
P155	guilt	b	10.0
P155	guilt	b	8.0
P155	guilt	b	10.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	1.0
P155	indig	b	6.0
P155	indig	b	9.0
P155	indig	b	8.0
P155	indig	b	7.0
P155	indig	b	4.0
P155	indig	b	3.0
P155	indig	b	1.0
P155	indig	b	2.0
P155	indig	b	1.0
P155	indig	b	1.0
P155	indig	b	0.0
P155	indig	b	2.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	4.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	9.0
P155	indig	b	9.0
P155	indig	b	8.0
P155	indig	b	6.0
P155	indig	b	10.0
P155	indig	b	5.0
P155	indig	b	4.0
P155	indig	b	0.0
P155	indig	b	1.0
P155	indig	b	1.0
P155	indig	b	3.0
P155	indig	b	7.0
P155	indig	b	9.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	7.0
P155	indig	b	9.0
P155	indig	b	6.0
P155	indig	b	7.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	3.0
P155	indig	b	2.0
P155	indig	b	2.0
P155	indig	b	3.0
P155	indig	b	6.0
P155	indig	b	6.0
P155	indig	b	3.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	3.0
P155	indig	b	5.0
P155	indig	b	8.0
P155	indig	b	5.0
P155	indig	b	1.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	2.0
P155	indig	b	2.0
P155	indig	b	2.0
P155	indig	b	0.0
P155	indig	b	1.0
P155	indig	b	5.0
P155	indig	b	5.0
P155	indig	b	6.0
P155	indig	b	7.0
P155	indig	b	9.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	9.0
P155	indig	b	10.0
P155	indig	b	7.0
P155	indig	b	4.0
P155	indig	b	2.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	3.0
P155	indig	b	6.0
P155	indig	b	7.0
P155	indig	b	8.0
P155	indig	b	9.0
P155	indig	b	6.0
P155	indig	b	2.0
P155	indig	b	5.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	10.0
P155	indig	b	7.0
P155	indig	b	7.0
P155	indig	b	5.0
P155	indig	b	4.0
P155	indig	b	1.0
P155	indig	b	1.0
P155	indig	b	1.0
P155	indig	b	0.0
P155	indig	b	1.0
P155	indig	b	2.0
P155	indig	b	2.0
P155	indig	b	0.0
P155	indig	b	0.0
P155	indig	b	2.0
P155	indig	b	4.0
P155	indig	b	5.0
P155	indig	b	4.0
P155	indig	b	4.0
P155	indig	b	1.0
P155	indig	b	3.0
P155	indig	b	1.0
P155	indig	b	2.0
P155	indig	b	0.0
P155	indig	b	1.0
P155	indig	b	3.0
P155	indig	b	4.0
